action|action_type|disaster_type_title|disaster_type_detail|doc_page|doc_path|doc_title|doc_publisher|date_added|context_geography|context_usertype|notes
Change the Design of Human Infrastructure to Conserve Water Quantity and Quality|risk mitigation|general|general|39|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Move Population and Water-Intensive Industry to Water, not Vice-Versa|risk mitigation|general|general|39|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Integrate Human Water Uses at Watershed Scales|risk mitigation|general|general|39|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Comprehensive Community Capital Planning for Climate Adaptation|risk mitigation|general|general|42|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Adaptation Guided by Traditional Knowledge|risk mitigation|general|general|42|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Integrate Resiliency into Community Access & Energy Capacity|risk mitigation|general|general|43|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Agriculture-Relevent Climate Change Information|risk mitigation|general|general|44|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Incorporate Climate Change in Planning Decisions|risk mitigation|general|general|45|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Adaptation Specific to Roles and Situations|risk mitigation|general|general|45|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Incorporate Expectations Regarding Future Climate into the Building Process|risk mitigation|general|general|47|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
The Insurance and Building Industry Must Identify High-Priority Risks Linked with Future Extreme Weather|risk mitigation|general|general|47|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Insurance and Government Incentives for Risk Reduction|risk mitigation|general|general|49|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Adapt the FireSmart Model for Urban Flood and Wind|risk mitigation|general|general|50|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Disaster Mitigation Assistance in Canada|risk mitigation|general|general|50|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Educate on the Role on Insurance|risk mitigation|general|general|53|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Develop Better Data to Estimate the Risk of Severe Weather Damage|risk mitigation|general|general|53|Actions\Climate Change Adaptation - A Priorities Plan for Canada (2012).pdf|Climate Change Adaptation: A Priorities Plan for Canada. Report of the Climate Change Adaptation Project (Canada)|"Climate Change Adaptation Project (Canada) | Intact Insurance | University of Waterloo"|2019-10-11|Country=Canada|trusted authorities, communities|PDF text was garbage format - actions are all hand-typed by Nick. Might indicate a PDF extraction issue for AI extraction models.
Key stakeholders should be identified and involved during the entire process.|risk mitigation|general|general|10|Actions\Bruce_(2006)_AdaptingtoClimateChange_ARisk-basedGuideforONMunicipalities.pdf|Adapting to Climate Change: A Risk-based Guide for Ontario Municipalities|James P. Bruce, I.D. Mark Egener, David Noble|2019-10-14|any|trusted authorities, communities|
The stakeholder team may be modified throughout the process as appropriate to particular issues being addressed.|risk mitigation|general|general|10|Actions\Bruce_(2006)_AdaptingtoClimateChange_ARisk-basedGuideforONMunicipalities.pdf|Adapting to Climate Change: A Risk-based Guide for Ontario Municipalities|James P. Bruce, I.D. Mark Egener, David Noble|2019-10-14|any|trusted authorities, communities|
The risk management team and stakeholders should develop an open and trustful dialogue that continues throughout the decision-making process,|risk mitigation|general|general|10|Actions\Bruce_(2006)_AdaptingtoClimateChange_ARisk-basedGuideforONMunicipalities.pdf|Adapting to Climate Change: A Risk-based Guide for Ontario Municipalities|James P. Bruce, I.D. Mark Egener, David Noble|2019-10-14|any|trusted authorities, communities|
In all communication activities it is important to remember the languages used by stakeholder groups.|risk mitigation|general|general|10|Actions\Bruce_(2006)_AdaptingtoClimateChange_ARisk-basedGuideforONMunicipalities.pdf|Adapting to Climate Change: A Risk-based Guide for Ontario Municipalities|James P. Bruce, I.D. Mark Egener, David Noble|2019-10-14|any|trusted authorities, communities|
The outputs of the risk management process should be integrated into local development planning and should support local sustainable development goals.|risk mitigation|general|general|10|Actions\Bruce_(2006)_AdaptingtoClimateChange_ARisk-basedGuideforONMunicipalities.pdf|Adapting to Climate Change: A Risk-based Guide for Ontario Municipalities|James P. Bruce, I.D. Mark Egener, David Noble|2019-10-14|any|trusted authorities, communities|
